company_id,paper_id,symbol,paper_type_he,identifier_status,identifier_reason,identifier_api,identifier_success,logo_exists,logo_status,logo_reason,logo_api,logo_success
N/A,86227626,CI6C6800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86221967,CE6C2800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86305653,DL6F0280.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86236759,GZ6C660.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306115,DL6D0315.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86236676,IS6C290.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86293099,SF6D4000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227188,AG6C015500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227089,AG6C013000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227139,AG6C010500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227071,AG6C001.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306032,DL6D0290.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86305729,DL6C0322.5,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86305695,DL6C0297.5,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86293271,SF6D6800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405909,IC6E120000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86293800,PX6D024000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86274123,BK6D009340,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86362118,ZN6E001.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86224193,ZN6C115.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86414349,LM6E6000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86414307,CL6D1875.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86414141,BK6D007870,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86274222,BK6D009540,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86350295,TL6D004370,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86350246,TL6D004270,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405610,TV6D7800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341351,BK6E007900,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86349933,TL6D003870,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86294162,ZN6D090.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86320850,BK6C010420,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321189,BK6C010010,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86309036,IS6D180.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204385,BK6C008940,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424991,PN6D5200.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204336,BK6C008840,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227956,MN6C037000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86294816,HZ6C3950.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425584,PN6D4650.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227592,CI6C026000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86294741,HZ6D4800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227501,CI6C021000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227550,CI6C018000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204286,BK6C008740,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204237,BK6C008640,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204187,BK6C008540,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86203544,BK6C008440,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86203593,BK6C008340,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86260221,BK6C010260,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86349743,TL6E004940,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86228657,MG6C520.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86349693,TL6E004840,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86260171,BK6C010160,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86228020,MN6C049000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86221140,PN6C3200.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321130,BK6C009910,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86339173,TA6D004390,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86295763,BG6D062000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86295680,BG6D001.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204765,BK6C009700,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204716,BK6C009600,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204666,BK6C009500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227485,CI6C001.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424926,PN6D4400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425535,PN6D4150.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338936,TA6D003890,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86226719,EN6C016000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338985,TA6D003790,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86274529,BK6D010140,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204617,BK6C009400,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204567,BK6C009300,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204518,BK6C009200,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204468,BK6C009100,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424793,PN6D3900.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425519,PN6D3650.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86336682,HZ6C3450.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86393501,TV6E8200.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86259934,TA6C004480,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424850,PN6D3300.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86336617,ST6C014750,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321205,BK6C010050,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86393600,NC6C045000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86393568,BZ6C970.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321155,BK6C009950,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86393519,TV6D9300.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86349644,TL6E004740,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86414133,BK6C007790,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86222726,HR6C016500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86336500,GZ6C730.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86364270,AM6E3400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337656,ST6D016500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405917,IC6D107500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405784,DS6E3000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86295854,BG6D110000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338712,TA6E004740,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227584,CI6C025000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86223229,SF6C2200.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425253,PN6D2100.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425303,PN6C6800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337573,GZ6C620.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405685,TV6D8500.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86296779,EN6D8600.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86296878,EN6C018250,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86295953,BG6C083000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86222098,CE6C1900.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86203841,BK6C007840,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86203890,BK6C007740,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86203940,BK6C007640,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204047,BK6C007440,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424736,PN6C4800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227220,AG6C021000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86203999,BK6C007540,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227154,AG6C014000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227113,AG6C011500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86226651,EN6C013500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86223716,PX6C015000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337177,TA6D004860,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227881,MN6C044000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337201,TA6C004830,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86227931,MN6C039000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337417,TL6C005030,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86253135,AZ6C047000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405636,TV6E7800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405842,MZ6E019000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86393527,TV6D9100.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405669,TV6C8500.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86294634,HZ6D3700.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405545,BK6D007890,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306602,AZ6D052000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342367,BK6D008630,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86225737,BG6C068000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86222031,CE6C4300.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424702,PN6C4500.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342110,BK6D009130,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425428,PN6C4250.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86298171,MN6C039500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86297223,AG6D016000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86296787,EN6D025000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341369,BK6E007880,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86226768,EN6C4400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86222668,HR6C012000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86296670,EN6D015500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86322302,IS6D280.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424553,PN6C4000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425386,PN6C3750.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86322096,BZ6C890.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306347,EU6D0400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306289,EU6D0370.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306313,EU6D0340.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86364940,AG6E012000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86252913,DK6C058000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338522,TA6E004360,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338472,TA6E004260,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86252731,BK6C009920,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204419,BK6C009000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204096,BK6C007340,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204146,BK6C007240,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337672,ST6C015250,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86296324,AM6D2800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86296399,AM6C2550.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337359,TL6C005040,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337854,EN6C025500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86345493,CL6D1625.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342029,BK6E010520,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341971,BK6E010420,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341922,BK6E010320,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86204369,BK6C008900,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86202058,TA6C003620,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86426673,ZN6E220.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86426681,ZN6C142.50,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86425204,PN6E4900.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86305885,EU6C0382.5,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291358,PN6D6400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86298627,MG6D1950.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86220159,ML6C044000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86219490,GZ6C760.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337169,TA6D004840,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86218898,PZ6C001.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86220746,ST6C012500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86220621,ST6C001.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86219615,GZ6C1000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342888,BK6D009930,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86297660,CI6D033000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342730,BK6D009630,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86260239,BK6C010280,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86260189,BK6C010180,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291309,PN6D4800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86340916,BK6E008780,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342581,BK6D009330,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86260130,BK6C010080,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291259,PN6D4300.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86253796,AZ6C068000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86282399,TL6C003350,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86305844,EU6C0357.5,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306123,DL6D0325.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424603,PN6C3500.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424652,PN6C3000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321817,DS6D4600.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86223708,PX6C011500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86223195,SF6C4800.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86228053,MN6C022000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405834,MZ6D019000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86306024,DL6D0300.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405644,TV6E7600.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86252749,BK6C009940,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86340718,BK6E009180,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86423936,EL6E365000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86423886,EL6E340000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86309028,IS6C180.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338852,TA6D004050,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291317,PN6D4900.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291218,PN6D3900.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291267,PN6D4400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291291,PN6D4700.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291242,PN6D4200.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341211,BK6E008180,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291283,PN6D4600.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291234,PN6D4100.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291333,PN6D5600.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291275,PN6D4500.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86339355,TA6D004750,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86222007,CE6C4000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86218914,PZ6C074000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86218963,PZ6C064000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86339207,TA6D004450,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86259942,TA6C004500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341013,BK6E008580,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341856,BK6E010180,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341807,BK6E010080,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86252970,EL6C245000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338597,TA6E004500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338142,TA6E004200,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291119,PN6D3600.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338191,TA6E004100,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338340,TA6E003800,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338399,TA6E003700,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86298007,MN6D032000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86223203,SF6C4900.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86223138,SF6C3400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86298080,MN6D047000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341609,BK6E009680,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86298551,MG6D1400.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86252756,BK6C009960,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86377082,AZ6D039500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86423845,EL6D350000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86224078,ZN6C100.00,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86341658,BK6E009780,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321015,BK6D010500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86338464,TA6E004240,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86405602,TV6C7600.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342003,BK6E010480,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86212008,TL6C004420,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86211950,TL6C004320,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86211851,TL6C004120,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86211901,TL6C004220,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86237765,AZ6C042000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86320967,BK6D010400,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86376852,BK6E007740,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342284,BK6D008790,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424090,EL6D332500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86282605,TL6C004250,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424041,EL6D307500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86320918,BK6C010540,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86320868,BK6C010440,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321197,BK6C010030,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86322450,SF6C4750.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86322344,PN6D5000.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86281672,TL6D003200,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86282852,TL6C004750,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86282704,TL6C004450,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86237757,AZ6C041000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86321148,BK6C009930,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86253895,GZ6C1050.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86223641,PX6C014500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86342615,BK6D009390,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291168,PN6D3100.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291325,PN6D1900.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86291473,PN6C4350.0,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86423779,EL6C345000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86237914,TS*C011378,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86424017,EL6C327500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86253770,AZ6C048000,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337532,NC6C027500,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86337219,TA6C004850,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
N/A,86414083,BK6D007360,"אופציית מעו""ף",FAILED,HTTP 404,,0,no,,,,
